time,heartrate,watts,cadence,altitude,velocity_smooth,distance
0,75,,,0.0,0.0,
10,73,,,0.0,0.0,
20,84,,,0.0,0.0,
30,69,,,0.0,0.0,
40,68,,,0.0,0.0,
50,61,,,0.0,0.0,
60,64,,,0.0,0.0,
70,63,,,0.0,0.0,
80,62,,,0.0,0.0,
90,60,,,0.0,0.0,
100,66,,,0.0,0.0,
110,70,,,0.0,0.0,
120,70,,,0.0,0.0,
130,72,,,0.0,0.0,
140,83,,,0.0,0.0,
150,85,,,0.0,0.0,
160,83,,,0.0,0.0,
170,84,,,0.0,0.0,
180,85,,,0.0,0.0,
190,88,,,0.0,0.0,
200,88,,,0.0,0.0,
210,89,,,0.0,0.0,
220,88,,,0.0,0.0,
230,91,,,0.0,0.0,
240,83,,,0.0,0.0,
250,80,,,0.0,0.0,
260,72,,,0.0,0.0,
270,65,,,0.0,0.0,
280,69,,,0.0,0.0,
290,72,,,0.0,0.0,
300,84,,,0.0,0.0,
310,92,,,0.0,0.0,
320,91,,,0.0,0.0,
330,90,,,0.0,0.0,
340,94,,,0.0,0.0,
350,94,,,0.0,0.0,
360,95,,,0.0,0.0,
370,90,,,0.0,0.0,
380,93,,,0.0,0.0,
390,103,,,0.0,0.0,
400,112,,,0.0,0.0,
410,106,,,0.0,0.0,
420,108,,,0.0,0.0,
430,110,,,0.0,0.0,
440,110,,,0.0,0.0,
450,110,,,0.0,0.0,
460,107,,,0.0,0.0,
470,103,,,0.0,0.0,
480,100,,,0.0,0.0,
490,98,,,0.0,0.0,
500,91,,,0.0,0.0,
510,94,,,0.0,0.0,
520,92,,,0.0,0.0,
530,91,,,0.0,0.0,
540,97,,,0.0,0.0,
550,99,,,0.0,0.0,
560,100,,,0.0,0.0,
570,101,,,0.0,0.0,
580,106,,,0.0,0.0,
590,114,,,0.0,0.0,
600,114,,,0.0,0.0,
610,114,,,0.0,0.0,
620,116,,,0.0,0.0,
630,116,,,0.0,0.0,
640,114,,,0.0,0.0,
650,115,,,0.0,0.0,
660,116,,,0.0,0.0,
670,115,,,0.0,0.0,
680,113,,,0.0,0.0,
690,113,,,0.0,0.0,
700,109,,,0.0,0.0,
710,96,,,0.0,0.0,
720,94,,,0.0,0.0,
730,97,,,0.0,0.0,
740,106,,,0.0,0.0,
750,115,,,0.0,0.0,
760,123,,,0.0,0.0,
770,124,,,0.0,0.0,
780,122,,,0.0,0.0,
790,109,,,0.0,0.0,
800,117,,,0.0,0.0,
810,118,,,0.0,0.0,
820,119,,,0.0,0.0,
830,118,,,0.0,0.0,
840,117,,,0.0,0.0,
850,110,,,0.0,0.0,
860,117,,,0.0,0.0,
870,117,,,0.0,0.0,
