time,heartrate,watts,cadence,altitude,velocity_smooth,distance
0,76,,0,,0.0,
11,85,,0,,0.0,
20,89,,20,,0.0,
31,104,,20,,0.0,
40,113,,20,,0.0,
50,121,,20,,0.0,
60,127,,20,,0.0,
71,135,,20,,0.0,
80,137,,20,,0.0,
94,140,,20,,0.0,
104,140,,20,,0.0,
110,142,,20,,0.0,
122,139,,20,,0.0,
130,138,,20,,0.0,
140,135,,20,,0.0,
151,137,,20,,0.0,
160,137,,20,,0.0,
175,138,,20,,0.0,
180,140,,20,,0.0,
191,142,,20,,0.0,
200,144,,20,,0.0,
216,145,,20,,0.0,
220,142,,20,,0.0,
230,143,,20,,0.0,
241,147,,20,,0.0,
251,146,,20,,0.0,
260,146,,20,,0.0,
270,146,,20,,0.0,
283,145,,20,,0.0,
290,145,,20,,0.0,
301,144,,20,,0.0,
311,148,,20,,0.0,
320,151,,20,,0.0,
336,155,,20,,0.0,
340,153,,20,,0.0,
352,157,,20,,0.0,
361,159,,20,,0.0,
370,156,,20,,0.0,
387,156,,20,,0.0,
394,154,,21,,0.0,
401,154,,21,,0.0,
410,155,,21,,0.0,
430,157,,21,,0.0,
441,158,,21,,0.0,
451,157,,21,,0.0,
474,159,,21,,0.0,
482,161,,21,,0.0,
491,159,,21,,0.0,
502,160,,20,,0.0,
523,159,,20,,0.0,
531,161,,21,,0.0,
542,163,,26,,0.0,
554,162,,21,,0.0,
564,164,,19,,0.0,
571,164,,21,,0.0,
584,165,,20,,0.0,
590,164,,20,,0.0,
602,164,,20,,0.0,
