time,heartrate,watts,cadence,altitude,velocity_smooth,distance
0,100,0,82,0.0,0.0,0.0
10,103,230,80,0.0,6.0,60.0
20,118,134,82,0.0,6.1,122.0
30,115,158,84,0.0,6.2,183.0
40,122,141,85,0.0,6.0,243.0
50,124,135,86,0.0,5.8,305.0
60,123,138,88,0.0,6.3,368.0
70,125,141,85,0.0,5.9,429.0
80,123,139,86,0.0,5.9,490.0
90,125,145,86,0.0,6.0,551.0
100,123,129,85,0.0,6.0,612.0
110,124,172,80,0.0,6.8,677.0
120,125,172,80,0.0,7.4,740.0
130,125,147,86,0.0,6.1,801.0
140,125,147,85,0.0,6.2,863.0
150,123,143,85,0.0,6.0,924.0
160,128,150,86,0.0,6.2,986.0
170,126,151,87,0.0,6.1,1048.0
180,123,153,87,0.0,6.2,1112.0
190,129,152,87,0.0,6.1,1174.0
200,128,138,89,0.0,6.5,1238.0
210,123,35,86,0.0,6.5,1302.0
220,117,0,0,0.0,3.1,1340.0
230,111,19,0,0.0,1.5,1361.0
240,116,189,72,0.0,5.2,1409.0
250,124,162,82,0.0,6.0,1468.0
260,124,154,86,0.0,6.1,1530.0
270,123,154,87,0.0,6.5,1595.0
280,123,161,88,0.0,6.8,1661.0
290,124,155,88,0.0,6.7,1723.0
300,127,164,87,0.0,6.2,1785.0
310,126,151,88,0.0,6.2,1849.0
320,127,164,88,0.0,6.7,1915.0
330,133,142,87,0.0,6.3,1977.0
340,132,146,86,0.0,6.2,2040.0
350,133,144,85,0.0,6.1,2102.0
360,132,150,86,0.0,6.3,2165.0
370,126,174,88,0.0,6.2,2228.0
380,127,156,88,0.0,6.6,2294.0
390,135,149,88,0.0,6.7,2358.0
400,129,141,88,0.0,6.4,2422.0
410,134,153,88,0.0,6.3,2485.0
420,134,158,88,0.0,6.5,2550.0
430,132,168,88,0.0,6.5,2614.0
440,130,159,89,0.0,6.9,2681.0
450,132,180,89,0.0,6.7,2744.0
460,130,165,89,0.0,6.4,2809.0
470,131,158,87,0.0,6.5,2874.0
480,131,148,88,0.0,6.3,2939.0
490,132,152,89,0.0,6.2,3003.0
500,131,162,89,0.0,6.4,3068.0
510,129,166,81,0.0,6.4,3133.0
520,135,170,82,0.0,7.3,3203.0
530,134,189,84,0.0,6.8,3268.0
540,134,186,86,0.0,7.6,3341.0
550,139,184,85,0.0,6.7,3407.0
560,142,204,84,0.0,7.4,3479.0
570,138,189,83,0.0,6.6,3544.0
580,139,184,86,0.0,7.0,3614.0
590,135,177,86,0.0,6.9,3684.0
600,134,170,84,0.0,6.6,3753.0
610,135,185,84,0.0,7.0,3822.0
620,135,180,85,0.0,6.8,3891.0
630,135,170,84,0.0,6.8,3961.0
640,142,162,82,0.0,6.8,4028.0
650,141,190,82,0.0,6.5,4094.0
660,139,192,83,0.0,6.7,4161.0
670,140,172,83,0.0,6.7,4228.0
680,140,147,83,0.0,6.7,4296.0
690,137,164,81,0.0,7.2,4365.0
700,139,193,84,0.0,6.7,4430.0
710,134,177,83,0.0,6.8,4499.0
720,139,184,83,0.0,6.6,4567.0
730,140,180,81,0.0,6.8,4635.0
740,140,178,82,0.0,6.8,4702.0
750,140,178,84,0.0,6.8,4770.0
760,136,186,83,0.0,7.6,4839.0
770,133,197,83,0.0,7.1,4909.0
780,140,172,84,0.0,6.9,4975.0
790,134,207,84,0.0,6.7,5043.0
800,137,222,82,0.0,6.4,5110.0
810,140,191,84,0.0,6.9,5179.0
820,135,165,84,0.0,6.8,5247.0
830,137,170,83,0.0,6.7,5315.0
840,137,184,82,0.0,6.5,5383.0
850,141,163,84,0.0,6.8,5451.0
860,138,186,83,0.0,6.8,5519.0
870,136,214,82,0.0,6.8,5587.0
880,135,175,83,0.0,6.7,5654.0
890,136,183,83,0.0,6.7,5723.0
900,138,191,84,0.0,6.7,5791.0
910,134,279,81,0.0,6.7,5859.0
920,138,159,80,0.0,6.8,5928.0
930,144,164,79,0.0,6.6,5995.0
940,142,170,78,0.0,6.4,6061.0
950,141,177,79,0.0,6.5,6128.0
960,143,163,78,0.0,6.5,6195.0
970,145,175,79,0.0,6.7,6261.0
980,150,166,79,0.0,6.7,6327.0
990,147,198,80,0.0,6.7,6393.0
1000,143,159,79,0.0,7.0,6463.0
1010,138,165,78,0.0,6.7,6527.0
1020,134,180,79,0.0,6.6,6593.0
1030,137,175,80,0.0,6.8,6661.0
1040,135,160,79,0.0,6.6,6728.0
1050,134,173,79,0.0,6.8,6795.0
1060,128,191,80,0.0,6.5,6862.0
1070,128,181,80,0.0,6.5,6929.0
1080,134,164,80,0.0,6.6,6998.0
1090,133,167,79,0.0,6.6,7066.0
1100,137,167,80,0.0,6.8,7135.0
1110,137,203,81,0.0,6.8,7202.0
1120,136,162,81,0.0,6.6,7271.0
1130,135,105,79,0.0,6.7,7338.0
1140,130,213,73,0.0,5.9,7395.0
1150,139,185,78,0.0,6.6,7461.0
1160,141,155,79,0.0,6.8,7529.0
1170,139,167,79,0.0,6.4,7596.0
1180,136,181,79,0.0,6.5,7664.0
1190,133,164,80,0.0,6.8,7732.0
1200,136,181,81,0.0,6.6,7801.0
1210,139,164,81,0.0,7.2,7872.0
1220,136,181,81,0.0,6.8,7939.0
1230,137,173,80,0.0,6.8,8008.0
1240,139,154,80,0.0,6.8,8076.0
1250,140,154,78,0.0,6.6,8142.0
1260,138,176,79,0.0,6.7,8209.0
1270,136,184,79,0.0,6.5,8275.0
1280,137,169,80,0.0,6.7,8343.0
1290,138,164,80,0.0,6.9,8412.0
1300,141,178,82,0.0,6.9,8481.0
1310,140,177,82,0.0,6.9,8551.0
1320,140,188,83,0.0,7.0,8621.0
1330,139,171,81,0.0,7.1,8691.0
1340,142,188,81,0.0,6.8,8758.0
1350,142,180,83,0.0,6.9,8827.0
1360,142,173,79,0.0,6.7,8896.0
1370,138,167,78,0.0,6.6,8963.0
1380,139,165,79,0.0,6.6,9031.0
1390,144,167,78,0.0,6.6,9098.0
1400,142,172,77,0.0,6.5,9165.0
1410,138,190,81,0.0,6.9,9233.0
1420,140,181,82,0.0,7.0,9302.0
1430,136,167,79,0.0,7.3,9372.0
1440,139,150,78,0.0,6.8,9437.0
1450,139,183,78,0.0,6.6,9502.0
1460,138,187,80,0.0,6.6,9569.0
1470,138,201,82,0.0,6.8,9638.0
1480,140,175,83,0.0,7.2,9709.0
1490,135,180,82,0.0,7.0,9779.0
1500,144,182,82,0.0,7.2,9850.0
1510,138,176,80,0.0,6.9,9917.0
1520,139,151,79,0.0,6.9,9986.0
1530,142,191,79,0.0,6.5,10051.0
1540,139,174,80,0.0,6.5,10118.0
1550,137,177,80,0.0,6.8,10186.0
1560,136,169,79,0.0,6.7,10254.0
1570,138,171,79,0.0,6.7,10321.0
1580,139,171,79,0.0,6.7,10388.0
1590,143,163,80,0.0,7.2,10458.0
1600,142,169,79,0.0,6.4,10523.0
1610,140,169,78,0.0,6.7,10591.0
1620,137,171,79,0.0,6.7,10658.0
1630,138,184,78,0.0,6.8,10726.0
1640,141,173,80,0.0,6.8,10794.0
1650,140,178,82,0.0,7.0,10863.0
1660,147,156,83,0.0,7.2,10934.0
1670,145,164,81,0.0,6.6,10999.0
1680,141,175,82,0.0,6.7,11066.0
1690,142,166,82,0.0,6.8,11134.0
1700,142,176,81,0.0,6.3,11200.0
1710,138,158,81,0.0,6.6,11266.0
1720,136,184,81,0.0,6.7,11333.0
1730,141,192,86,0.0,5.4,11395.0
1740,138,173,82,0.0,6.7,11469.0
1750,141,177,84,0.0,6.8,11537.0
1760,145,175,83,0.0,7.3,11608.0
1770,142,185,82,0.0,6.6,11672.0
1780,144,189,82,0.0,6.4,11739.0
1790,137,211,82,0.0,6.9,11808.0
1800,145,178,83,0.0,6.7,11874.0
1810,149,193,82,0.0,6.6,11940.0
1820,145,195,83,0.0,6.7,12008.0
1830,142,171,82,0.0,6.4,12075.0
1840,142,201,85,0.0,7.1,12145.0
1850,141,154,82,0.0,6.9,12213.0
1860,142,170,84,0.0,6.4,12280.0
1870,143,171,83,0.0,6.7,12348.0
1880,141,183,82,0.0,6.7,12415.0
1890,141,148,84,0.0,6.3,12483.0
1900,141,174,81,0.0,6.6,12550.0
1910,144,164,82,0.0,6.5,12617.0
1920,141,167,80,0.0,6.5,12682.0
1930,143,131,80,0.0,6.4,12747.0
1940,146,195,78,0.0,6.3,12811.0
1950,142,160,78,0.0,6.3,12875.0
1960,143,180,81,0.0,6.5,12940.0
1970,144,182,84,0.0,6.8,13008.0
1980,144,140,81,0.0,6.7,13075.0
1990,144,172,79,0.0,6.7,13141.0
2000,141,164,79,0.0,6.5,13204.0
2010,140,168,79,0.0,6.5,13269.0
2020,142,208,81,0.0,6.9,13336.0
2030,136,180,79,0.0,6.9,13402.0
2040,138,167,81,0.0,6.6,13467.0
2050,139,171,82,0.0,6.8,13534.0
2060,139,173,81,0.0,6.4,13601.0
2070,145,164,81,0.0,6.7,13668.0
2080,142,164,81,0.0,6.5,13734.0
2090,137,155,80,0.0,6.9,13801.0
2100,135,164,80,0.0,6.6,13865.0
2110,138,166,81,0.0,7.1,13933.0
2120,135,176,81,0.0,6.5,13996.0
2130,137,165,80,0.0,6.4,14062.0
2140,137,177,80,0.0,6.5,14128.0
2150,137,183,80,0.0,6.6,14193.0
2160,134,183,82,0.0,6.6,14259.0
2170,135,158,81,0.0,6.9,14327.0
2180,136,177,82,0.0,6.8,14393.0
2190,138,174,82,0.0,6.5,14460.0
2200,142,155,82,0.0,6.8,14528.0
2210,145,160,80,0.0,6.6,14593.0
2220,142,178,81,0.0,6.6,14659.0
2230,141,161,80,0.0,6.7,14724.0
2240,137,162,80,0.0,6.5,14791.0
2250,142,156,79,0.0,6.5,14856.0
2260,141,145,78,0.0,6.4,14922.0
2270,140,148,79,0.0,6.5,14987.0
2280,146,150,79,0.0,6.3,15051.0
2290,141,157,78,0.0,6.4,15115.0
2300,141,160,79,0.0,6.5,15179.0
2310,132,177,79,0.0,6.1,15243.0
2320,131,152,80,0.0,6.9,15310.0
2330,130,173,81,0.0,6.9,15375.0
2340,133,188,84,0.0,6.7,15441.0
2350,134,190,86,0.0,7.0,15511.0
2360,136,174,87,0.0,7.2,15582.0
2370,138,184,87,0.0,7.0,15653.0
2380,141,194,88,0.0,7.1,15725.0
2390,142,154,87,0.0,7.0,15796.0
2400,143,210,86,0.0,6.9,15867.0
2410,144,156,82,0.0,6.5,15935.0
2420,150,145,82,0.0,6.7,16002.0
2430,147,178,80,0.0,6.5,16067.0
2440,142,162,82,0.0,6.7,16134.0
2450,141,166,83,0.0,6.8,16202.0
2460,139,166,81,0.0,6.7,16269.0
2470,139,179,80,0.0,6.7,16335.0
2480,138,154,81,0.0,6.7,16402.0
2490,140,171,80,0.0,6.4,16468.0
2500,141,155,81,0.0,6.6,16536.0
2510,140,153,80,0.0,6.6,16603.0
2520,147,163,81,0.0,6.4,16669.0
2530,144,167,82,0.0,6.5,16735.0
2540,145,185,82,0.0,7.0,16803.0
2550,141,170,82,0.0,6.9,16869.0
2560,142,159,83,0.0,6.9,16936.0
2570,144,158,81,0.0,6.5,17000.0
2580,142,169,82,0.0,6.6,17066.0
2590,145,176,83,0.0,6.5,17132.0
2600,146,195,82,0.0,6.9,17199.0
2610,147,156,83,0.0,6.7,17265.0
2620,148,152,81,0.0,6.7,17332.0
2630,144,151,80,0.0,6.6,17396.0
2640,143,156,81,0.0,6.5,17460.0
2650,138,167,81,0.0,6.7,17526.0
2660,141,159,81,0.0,6.5,17590.0
2670,142,168,81,0.0,6.5,17655.0
2680,146,167,84,0.0,6.6,17721.0
2690,147,185,84,0.0,7.0,17790.0
2700,143,184,84,0.0,7.0,17857.0
2710,144,159,81,0.0,6.6,17922.0
2720,145,155,79,0.0,6.2,17985.0
2730,144,160,79,0.0,6.3,18049.0
2740,142,162,82,0.0,6.5,18114.0
2750,139,158,81,0.0,6.6,18180.0
2760,138,162,81,0.0,6.5,18245.0
2770,137,161,81,0.0,6.4,18310.0
2780,138,178,82,0.0,6.7,18376.0
2790,145,159,83,0.0,6.7,18442.0
2800,142,161,81,0.0,6.5,18508.0
2810,139,148,82,0.0,6.4,18574.0
2820,146,166,79,0.0,6.2,18639.0
2830,142,181,79,0.0,6.3,18703.0
2840,139,175,81,0.0,6.5,18768.0
2850,140,177,83,0.0,6.6,18834.0
2860,138,165,84,0.0,6.8,18902.0
2870,137,169,84,0.0,6.4,18968.0
2880,138,168,84,0.0,7.0,19037.0
2890,141,169,84,0.0,6.8,19103.0
2900,142,185,83,0.0,7.2,19172.0
2910,147,151,82,0.0,6.5,19235.0
2920,151,176,81,0.0,6.3,19301.0
