time,heartrate,watts,cadence,altitude,velocity_smooth,distance
0,81,,0,0.0,0.0,
10,85,,17,0.0,0.0,
20,96,,20,0.0,0.0,
30,111,,20,0.0,0.0,
40,127,,20,0.0,0.0,
50,138,,21,0.0,0.0,
61,146,,21,0.0,0.0,
75,147,,21,0.0,0.0,
82,146,,20,0.0,0.0,
92,147,,20,0.0,0.0,
128,147,,20,0.0,0.0,
130,149,,20,0.0,0.0,
141,147,,20,0.0,0.0,
153,148,,20,0.0,0.0,
161,149,,20,0.0,0.0,
173,147,,20,0.0,0.0,
189,146,,20,0.0,0.0,
190,147,,20,0.0,0.0,
202,149,,20,0.0,0.0,
214,151,,20,0.0,0.0,
221,152,,20,0.0,0.0,
230,154,,20,0.0,0.0,
241,153,,19,0.0,0.0,
255,153,,21,0.0,0.0,
262,153,,21,0.0,0.0,
285,155,,21,0.0,0.0,
355,154,,20,0.0,0.0,
360,153,,19,0.0,0.0,
377,153,,20,0.0,0.0,
381,152,,20,0.0,0.0,
391,153,,20,0.0,0.0,
401,152,,20,0.0,0.0,
415,155,,21,0.0,0.0,
433,155,,20,0.0,0.0,
456,154,,20,0.0,0.0,
477,155,,21,0.0,0.0,
496,156,,20,0.0,0.0,
503,157,,20,0.0,0.0,
513,156,,19,0.0,0.0,
530,156,,20,0.0,0.0,
543,154,,20,0.0,0.0,
555,155,,20,0.0,0.0,
573,156,,20,0.0,0.0,
582,159,,20,0.0,0.0,
595,156,,20,0.0,0.0,
600,157,,20,0.0,0.0,
613,151,,20,0.0,0.0,
621,151,,20,0.0,0.0,
631,153,,21,0.0,0.0,
654,155,,20,0.0,0.0,
662,154,,20,0.0,0.0,
680,155,,21,0.0,0.0,
699,156,,20,0.0,0.0,
703,155,,20,0.0,0.0,
710,156,,20,0.0,0.0,
720,157,,21,0.0,0.0,
730,157,,20,0.0,0.0,
743,156,,19,0.0,0.0,
750,156,,20,0.0,0.0,
761,158,,20,0.0,0.0,
770,156,,20,0.0,0.0,
797,156,,20,0.0,0.0,
819,158,,20,0.0,0.0,
821,157,,20,0.0,0.0,
836,159,,20,0.0,0.0,
841,159,,20,0.0,0.0,
866,158,,20,0.0,0.0,
881,159,,20,0.0,0.0,
893,156,,20,0.0,0.0,
902,156,,20,0.0,0.0,
917,159,,20,0.0,0.0,
924,158,,20,0.0,0.0,
930,158,,20,0.0,0.0,
941,158,,20,0.0,0.0,
957,158,,20,0.0,0.0,
962,157,,19,0.0,0.0,
975,157,,21,0.0,0.0,
986,155,,20,0.0,0.0,
997,156,,20,0.0,0.0,
1006,155,,20,0.0,0.0,
1034,156,,20,0.0,0.0,
1045,155,,20,0.0,0.0,
1050,156,,20,0.0,0.0,
1062,155,,20,0.0,0.0,
1074,157,,20,0.0,0.0,
1094,158,,20,0.0,0.0,
1100,157,,20,0.0,0.0,
1119,158,,22,0.0,0.0,
1120,157,,22,0.0,0.0,
1133,156,,21,0.0,0.0,
