time,heartrate,watts,cadence,altitude,velocity_smooth,distance
0,93,,,0.0,0.0,
10,107,,,0.0,0.0,
21,116,,,0.0,0.0,
33,121,,,0.0,0.0,
40,125,,,0.0,0.0,
50,124,,,0.0,0.0,
64,126,,,0.0,0.0,
71,126,,,0.0,0.0,
80,124,,,0.0,0.0,
90,127,,,0.0,0.0,
103,122,,,0.0,0.0,
110,132,,,0.0,0.0,
120,127,,,0.0,0.0,
130,128,,,0.0,0.0,
140,122,,,0.0,0.0,
152,124,,,0.0,0.0,
160,127,,,0.0,0.0,
173,135,,,0.0,0.0,
181,134,,,0.0,0.0,
192,129,,,0.0,0.0,
200,128,,,0.0,0.0,
210,125,,,0.0,0.0,
224,125,,,0.0,0.0,
230,127,,,0.0,0.0,
243,127,,,0.0,0.0,
260,131,,,0.0,0.0,
270,133,,,0.0,0.0,
286,128,,,0.0,0.0,
290,124,,,0.0,0.0,
300,128,,,0.0,0.0,
316,127,,,0.0,0.0,
320,124,,,0.0,0.0,
331,128,,,0.0,0.0,
342,132,,,0.0,0.0,
350,136,,,0.0,0.0,
361,137,,,0.0,0.0,
371,135,,,0.0,0.0,
381,133,,,0.0,0.0,
396,133,,,0.0,0.0,
408,135,,,0.0,0.0,
410,138,,,0.0,0.0,
420,136,,,0.0,0.0,
430,135,,,0.0,0.0,
440,134,,,0.0,0.0,
452,136,,,0.0,0.0,
460,135,,,0.0,0.0,
471,135,,,0.0,0.0,
480,135,,,0.0,0.0,
490,136,,,0.0,0.0,
500,133,,,0.0,0.0,
510,134,,,0.0,0.0,
522,139,,,0.0,0.0,
531,140,,,0.0,0.0,
541,143,,,0.0,0.0,
550,149,,,0.0,0.0,
561,147,,,0.0,0.0,
570,143,,,0.0,0.0,
580,139,,,0.0,0.0,
591,135,,,0.0,0.0,
600,135,,,0.0,0.0,
610,135,,,0.0,0.0,
625,137,,,0.0,0.0,
630,139,,,0.0,0.0,
643,139,,,0.0,0.0,
651,138,,,0.0,0.0,
661,133,,,0.0,0.0,
670,142,,,0.0,0.0,
681,144,,,0.0,0.0,
695,143,,,0.0,0.0,
700,144,,,0.0,0.0,
713,144,,,0.0,0.0,
