time,heartrate,watts,cadence,altitude,velocity_smooth,distance
0,91,,0,0.0,0.0,
10,99,,0,0.0,0.0,
20,108,,20,0.0,0.0,
30,121,,20,0.0,0.0,
40,123,,19,0.0,0.0,
51,128,,19,0.0,0.0,
61,132,,20,0.0,0.0,
70,136,,20,0.0,0.0,
82,136,,20,0.0,0.0,
90,135,,19,0.0,0.0,
111,136,,19,0.0,0.0,
121,135,,20,0.0,0.0,
131,135,,20,0.0,0.0,
147,135,,20,0.0,0.0,
151,135,,20,0.0,0.0,
170,136,,20,0.0,0.0,
187,137,,20,0.0,0.0,
190,138,,20,0.0,0.0,
200,134,,20,0.0,0.0,
210,139,,20,0.0,0.0,
223,137,,20,0.0,0.0,
235,139,,20,0.0,0.0,
242,138,,19,0.0,0.0,
256,139,,20,0.0,0.0,
261,140,,19,0.0,0.0,
276,142,,20,0.0,0.0,
288,143,,20,0.0,0.0,
299,142,,20,0.0,0.0,
312,143,,20,0.0,0.0,
334,143,,20,0.0,0.0,
342,142,,19,0.0,0.0,
357,143,,20,0.0,0.0,
387,144,,20,0.0,0.0,
397,142,,19,0.0,0.0,
400,143,,19,0.0,0.0,
410,143,,19,0.0,0.0,
438,142,,19,0.0,0.0,
447,142,,19,0.0,0.0,
455,143,,20,0.0,0.0,
463,144,,20,0.0,0.0,
471,147,,20,0.0,0.0,
489,147,,20,0.0,0.0,
491,148,,20,0.0,0.0,
500,146,,19,0.0,0.0,
519,147,,20,0.0,0.0,
525,148,,20,0.0,0.0,
530,147,,20,0.0,0.0,
540,145,,20,0.0,0.0,
554,146,,20,0.0,0.0,
562,145,,20,0.0,0.0,
573,145,,20,0.0,0.0,
580,146,,20,0.0,0.0,
595,148,,20,0.0,0.0,
604,147,,19,0.0,0.0,
611,145,,0,0.0,0.0,
621,143,,23,0.0,0.0,
630,145,,21,0.0,0.0,
640,142,,20,0.0,0.0,
655,143,,20,0.0,0.0,
676,144,,20,0.0,0.0,
681,145,,20,0.0,0.0,
691,144,,20,0.0,0.0,
717,146,,20,0.0,0.0,
749,145,,20,0.0,0.0,
759,146,,20,0.0,0.0,
764,147,,20,0.0,0.0,
773,146,,20,0.0,0.0,
788,148,,20,0.0,0.0,
790,147,,20,0.0,0.0,
