time,heartrate,watts,cadence,altitude,velocity_smooth,distance
0,108,,,13.6,0.0,0.0
10,108,,,12.8,4.5,28.0
20,108,,,12.4,5.2,79.0
30,108,,,12.4,5.1,130.0
40,115,,,12.4,4.2,177.0
50,124,,,13.8,3.1,210.0
60,130,,,15.4,1.714,232.1
110,112,,,16.4,0.221,242.9
120,75,,,17.2,3.7,279.5
130,85,,,17.8,4.9,323.5
140,97,,,13.6,7.8,395.0
150,105,,,11.8,6.8,468.0
160,112,,,12.4,5.0,522.0
170,121,,,12.4,5.7,578.5
180,127,,,12.6,5.1,630.5
190,130,,,15.0,4.4,676.0
200,130,,,16.0,3.7,715.5
210,131,,,17.2,3.9,756.5
220,134,,,17.6,4.3,798.5
230,138,,,17.2,5.4,848.0
240,135,,,16.2,5.2,904.0
250,134,,,17.0,4.7,952.5
260,134,,,17.8,4.2,995.0
270,134,,,16.8,4.1,1037.5
280,134,,,19.6,2.7,1062.5
290,134,,,19.2,4.8,1107.0
300,134,,,18.6,4.8,1156.0
310,134,,,18.8,5.4,1210.0
320,134,,,19.2,5.3,1261.5
330,134,,,18.2,3.8,1306.0
360,86,,,19.6,0.462,1332.7
370,86,,,18.4,2.6,1363.0
380,86,,,18.2,4.0,1398.0
390,86,,,17.4,4.8,1444.0
400,96,,,16.8,5.3,1497.5
410,103,,,16.4,6.3,1556.5
420,111,,,16.6,6.1,1618.5
430,121,,,15.6,5.8,1677.0
440,119,,,15.6,6.0,1735.0
450,125,,,15.6,6.0,1795.0
460,131,,,14.8,5.6,1853.0
470,131,,,14.8,5.3,1909.5
480,128,,,14.6,5.6,1965.0
490,130,,,13.8,6.0,2024.0
500,135,,,13.6,6.7,2089.5
510,139,,,12.8,5.9,2149.5
520,134,,,13.8,3.9,2194.5
530,132,,,15.8,4.5,2239.5
540,137,,,18.0,4.8,2286.0
550,137,,,18.2,7.1,2349.5
560,138,,,14.0,7.1,2423.5
570,136,,,13.2,6.3,2487.5
580,132,,,13.8,5.6,2542.0
590,129,,,15.8,4.5,2591.5
600,133,,,16.6,5.4,2642.0
610,136,,,17.2,4.5,2686.5
620,136,,,18.6,3.0,2721.0
630,136,,,20.2,3.4,2752.0
640,135,,,22.0,2.8,2781.0
650,136,,,23.8,3.2,2812.0
660,138,,,26.2,2.8,2840.0
670,143,,,28.8,2.9,2868.5
680,145,,,31.8,2.5,2894.5
690,141,,,33.2,2.3,2918.5
700,143,,,35.4,3.0,2947.0
710,149,,,36.6,2.355,2973.8
720,156,,,37.2,3.46,2996.0
730,159,,,36.0,5.4,3044.0
740,159,,,34.2,6.2,3107.0
750,157,,,35.0,5.7,3164.5
760,158,,,35.2,5.0,3217.0
770,155,,,36.8,4.8,3265.0
780,153,,,37.8,5.8,3320.0
790,154,,,35.6,7.3,3391.5
800,155,,,30.8,7.2,3469.0
810,151,,,28.6,4.8,3523.0
820,147,,,26.8,4.9,3572.5
830,151,,,28.8,3.9,3612.5
840,151,,,31.0,5.1,3656.5
850,153,,,30.8,5.2,3709.0
860,156,,,31.8,4.5,3756.5
870,156,,,33.6,0.591,3776.0
880,158,,,34.4,0.946,3786.4
890,161,,,35.0,3.1,3819.5
900,163,,,38.4,3.2,3851.0
910,160,,,41.2,3.2,3884.0
920,156,,,44.0,3.1,3914.5
930,153,,,45.8,3.3,3947.5
940,153,,,48.0,3.2,3981.0
950,153,,,48.8,3.8,4016.0
960,153,,,49.6,5.0,4064.0
970,156,,,49.2,4.8,4113.0
980,157,,,49.2,5.8,4167.0
990,155,,,45.2,6.6,4231.0
1000,157,,,42.0,8.3,4310.5
1010,162,,,37.2,8.5,4395.5
1020,160,,,32.8,8.2,4478.0
1030,156,,,31.8,3.522,4533.6
1051,147,,,31.6,0.454,4543.6
1061,142,,,29.8,6.6,4599.0
1071,137,,,23.8,7.5,4672.5
1081,132,,,19.4,7.3,4744.5
1091,131,,,19.8,6.4,4815.0
1101,131,,,18.2,5.4,4861.0
1111,131,,,15.2,6.1,4926.5
1121,131,,,15.0,5.0,4973.0
1131,131,,,14.2,4.8,5022.0
1141,131,,,12.8,5.3,5076.5
