time,heartrate,watts,cadence,altitude,velocity_smooth,distance
0,97,,0,0.0,0.0,
10,106,,20,0.0,0.0,
20,116,,20,0.0,0.0,
30,119,,20,0.0,0.0,
44,125,,20,0.0,0.0,
50,128,,20,0.0,0.0,
65,132,,20,0.0,0.0,
71,133,,20,0.0,0.0,
81,134,,20,0.0,0.0,
93,134,,20,0.0,0.0,
108,136,,20,0.0,0.0,
116,137,,20,0.0,0.0,
121,138,,20,0.0,0.0,
130,134,,20,0.0,0.0,
141,137,,20,0.0,0.0,
150,138,,20,0.0,0.0,
170,137,,20,0.0,0.0,
182,138,,20,0.0,0.0,
196,139,,20,0.0,0.0,
203,138,,20,0.0,0.0,
213,138,,20,0.0,0.0,
224,139,,20,0.0,0.0,
236,140,,20,0.0,0.0,
242,141,,20,0.0,0.0,
250,142,,20,0.0,0.0,
261,143,,20,0.0,0.0,
276,144,,20,0.0,0.0,
281,145,,20,0.0,0.0,
290,145,,19,0.0,0.0,
310,143,,20,0.0,0.0,
322,144,,20,0.0,0.0,
330,144,,20,0.0,0.0,
343,147,,20,0.0,0.0,
352,146,,20,0.0,0.0,
362,144,,20,0.0,0.0,
370,146,,21,0.0,0.0,
382,148,,22,0.0,0.0,
394,150,,22,0.0,0.0,
401,150,,21,0.0,0.0,
412,150,,22,0.0,0.0,
422,152,,22,0.0,0.0,
445,151,,22,0.0,0.0,
451,149,,22,0.0,0.0,
462,151,,21,0.0,0.0,
474,154,,21,0.0,0.0,
494,155,,22,0.0,0.0,
500,155,,22,0.0,0.0,
510,155,,22,0.0,0.0,
521,156,,22,0.0,0.0,
532,156,,22,0.0,0.0,
552,157,,22,0.0,0.0,
562,156,,22,0.0,0.0,
571,157,,22,0.0,0.0,
589,157,,21,0.0,0.0,
603,156,,22,0.0,0.0,
621,157,,22,0.0,0.0,
634,159,,22,0.0,0.0,
641,158,,22,0.0,0.0,
650,157,,22,0.0,0.0,
661,157,,22,0.0,0.0,
684,156,,21,0.0,0.0,
693,157,,21,0.0,0.0,
703,157,,22,0.0,0.0,
710,157,,22,0.0,0.0,
721,159,,22,0.0,0.0,
731,158,,21,0.0,0.0,
744,159,,20,0.0,0.0,
751,157,,20,0.0,0.0,
771,156,,20,0.0,0.0,
780,156,,20,0.0,0.0,
790,154,,21,0.0,0.0,
808,153,,21,0.0,0.0,
813,152,,20,0.0,0.0,
820,152,,20,0.0,0.0,
832,152,,20,0.0,0.0,
841,151,,20,0.0,0.0,
853,154,,20,0.0,0.0,
860,151,,20,0.0,0.0,
872,151,,20,0.0,0.0,
880,152,,20,0.0,0.0,
892,154,,21,0.0,0.0,
904,156,,20,0.0,0.0,
916,156,,20,0.0,0.0,
920,154,,20,0.0,0.0,
934,155,,20,0.0,0.0,
941,154,,20,0.0,0.0,
954,154,,20,0.0,0.0,
960,156,,21,0.0,0.0,
971,156,,21,0.0,0.0,
987,156,,20,0.0,0.0,
991,155,,20,0.0,0.0,
1000,153,,21,0.0,0.0,
1010,155,,20,0.0,0.0,
1020,153,,21,0.0,0.0,
1035,153,,20,0.0,0.0,
1041,152,,20,0.0,0.0,
1051,154,,20,0.0,0.0,
1062,154,,20,0.0,0.0,
1075,155,,20,0.0,0.0,
1086,155,,21,0.0,0.0,
1091,156,,21,0.0,0.0,
1106,157,,22,0.0,0.0,
1112,159,,22,0.0,0.0,
1122,160,,22,0.0,0.0,
1131,159,,22,0.0,0.0,
1145,159,,22,0.0,0.0,
1165,158,,22,0.0,0.0,
1172,157,,21,0.0,0.0,
1183,157,,21,0.0,0.0,
1191,159,,22,0.0,0.0,
1200,160,,22,0.0,0.0,
1217,161,,22,0.0,0.0,
1221,162,,22,0.0,0.0,
1241,163,,22,0.0,0.0,
1251,162,,22,0.0,0.0,
1261,160,,22,0.0,0.0,
1279,161,,22,0.0,0.0,
1299,160,,22,0.0,0.0,
1305,159,,21,0.0,0.0,
1312,160,,22,0.0,0.0,
1323,161,,22,0.0,0.0,
1332,159,,22,0.0,0.0,
